B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
#	#	0	1	0	1	1	0	0	0	0	0	1000.0	0.00	169.98	4	8	0	106.5	999495	949659	0.8	426.1276595744681	47
#	#	0	0	#	1	1	0	0	0	0	0	1000.0	0.23	78.66	4	11	0	160.0	998942	950177	0.7	640.1318681318683	91
0	0	1	0	#	0	0	0	1	#	#	0	1000.0	0.00	95.04	4	5	0	163.7	999685	952248	0.7	654.8764044943816	89
1	1	#	#	1	1	#	#	1	1	#	1	1000.0	0.01	53.51	4	17	0	278.5	999911	952274	0.5	1114.112743635603	364
1	#	1	1	1	1	0	1	0	0	0	0	0.0	0.00	202.18	4	7	0	76.8	999535	957704	0.9	307.30434782608694	23
0	#	1	1	1	0	1	#	#	1	0	0	94.1	144.40	30.46	4	18	0	102.0	999955	958556	0.7	407.90588235294115	85
#	#	#	0	#	0	0	#	0	#	0	1	9.9	20.86	7.89	4	51	0	221.6	999979	958587	0.5	886.4077951931013	668
1	#	#	#	1	0	1	0	0	1	#	1	660.0	434.93	8.40	4	15	0	84.9	999503	959042	0.6	339.59283376945757	144
1	#	#	#	#	#	1	1	1	1	#	0	11.7	26.41	6.23	4	35	0	238.7	999896	959169	0.5	11917.505448802007	614
1	0	0	1	1	1	1	0	#	1	#	0	0.0	0.00	62.90	4	2	0	137.7	999116	959928	0.8	550.6363636363637	44
#	1	#	0	1	0	1	1	#	1	1	1	1000.0	0.00	70.44	4	11	0	153.7	999326	961099	0.7	614.6666666666669	93
#	1	1	0	#	#	0	1	1	#	1	1	936.3	92.07	19.64	4	14	0	126.6	999913	962199	0.6	506.39261671447656	145
0	#	0	0	0	0	0	#	#	#	#	1	0.0	0.01	49.38	4	12	0	283.9	999852	963856	0.5	1135.5704756793127	270
#	#	0	1	1	1	1	1	#	#	#	1	972.9	44.94	7.85	4	15	0	167.7	999964	963972	0.5	670.6181364015749	283
0	#	0	#	1	#	0	#	0	1	0	0	957.4	62.14	23.06	4	17	0	135.4	999565	964402	0.6	541.448611601479	123
#	#	0	#	0	0	#	1	0	#	0	1	47.8	73.23	11.49	4	24	0	179.8	999979	964750	0.5	719.3947375716479	270
0	#	1	0	0	0	#	#	0	0	#	0	1000.0	0.00	47.48	4	4	0	201.8	999676	965750	0.6	807.1086728612485	136
1	1	0	0	0	0	0	1	1	0	1	0	1000.0	0.00	184.03	4	5	0	63.9	998803	966035	1.0	255.63636363636363	11
0	#	0	1	#	#	1	0	#	0	0	1	27.7	48.17	29.93	4	21	0	128.8	999710	966600	0.6	515.2484648496571	139
#	#	1	1	1	#	#	#	#	1	1	0	11.1	18.26	11.63	4	24	0	238.6	999793	966708	0.5	954.2813641703727	567
0	#	0	#	1	1	1	#	1	1	1	0	0.0	0.68	62.63	4	2	0	168.5	999485	967369	0.7	674.1875	64
0	#	0	1	0	#	#	0	#	1	0	0	953.8	89.69	24.14	4	20	0	135.4	999778	968645	0.6	541.6024211348055	132
#	1	#	#	1	1	#	1	1	0	1	1	1000.0	0.15	79.73	4	9	0	210.0	999739	969019	0.6	839.9151216194844	109
#	0	#	0	#	1	0	1	0	0	0	0	1000.0	0.00	94.00	4	10	0	152.7	998378	969308	0.7	610.8571428571429	63
1	#	0	0	#	1	0	0	#	0	#	0	933.6	122.90	8.84	4	8	0	112.9	999457	969481	0.6	451.6910625609695	119
1	1	0	#	#	1	0	0	0	0	#	0	833.3	274.92	8.58	4	5	0	76.3	999861	971881	0.7	305.18518518518516	54
#	0	#	#	#	0	0	0	#	0	0	1	0.0	0.00	40.91	4	5	0	288.7	999981	973357	0.5	1154.6638426030165	209
0	#	#	#	1	1	1	1	#	1	#	1	974.2	49.24	13.67	4	20	0	160.6	999742	974316	0.5	642.3865794328194	211
1	1	1	1	0	#	0	1	#	#	#	0	79.5	116.17	11.64	4	7	0	123.9	999824	974980	0.6	495.40909090909093	88
1	1	#	1	#	#	1	1	#	#	#	1	979.1	30.79	52.65	4	40	0	226.4	999964	975017	0.5	905.6887726230167	399
#	1	1	1	#	1	#	#	1	#	#	1	985.6	18.07	97.91	4	34	0	227.6	999992	975341	0.5	910.5389042780747	355
0	0	#	0	#	#	#	0	#	#	0	0	995.5	12.39	8.99	4	21	0	231.5	999843	975665	0.5	925.8598638563229	384
1	1	#	#	#	1	1	1	#	#	#	0	8.8	19.84	8.94	4	23	0	235.8	999993	976201	0.5	943.1427214946843	367
#	#	#	0	0	0	1	#	#	0	0	1	40.4	69.21	9.18	4	8	0	177.2	999889	977054	0.5	708.629674562894	180
1	#	0	1	#	0	#	1	#	1	1	1	951.8	84.88	23.52	4	14	0	123.3	999490	978226	0.6	493.2530120481928	83
#	0	1	0	0	0	#	#	1	0	#	0	931.0	106.89	18.74	4	11	0	133.9	999991	978505	0.6	535.5862068965521	87
#	1	1	0	1	1	1	#	#	#	0	1	973.7	34.75	45.93	4	13	0	121.9	999479	978999	0.6	487.7894736842105	76
#	0	0	0	0	#	0	#	#	#	#	1	3.6	9.45	31.54	4	24	0	238.6	999997	979372	0.5	954.4148895479165	333
#	0	#	#	#	#	0	1	1	0	0	0	810.1	304.89	7.42	4	14	0	105.8	999989	979749	0.5	4434.506745023296	166
1	0	0	0	1	0	0	1	#	#	0	1	0.0	0.00	151.21	4	9	0	122.8	999079	980192	0.8	491.38461538461536	26
#	1	#	1	#	#	#	1	1	1	1	0	0.0	0.06	53.18	4	4	0	289.7	999824	980413	0.5	1158.6605255254044	167
0	#	1	0	0	1	#	0	#	0	#	1	49.4	68.42	41.61	4	12	0	127.9	999937	980414	0.6	511.7037037037035	81
0	#	1	#	1	0	0	#	0	1	0	1	135.1	212.61	25.43	4	8	0	93.9	999796	980832	0.7	375.4594594594595	37
0	#	0	1	#	0	0	1	0	#	1	1	60.6	70.08	89.57	4	13	0	93.3	999802	980985	0.7	373.09090909090907	33
#	#	#	1	#	#	1	#	1	1	1	0	10.7	20.60	16.45	4	18	0	239.1	999926	981055	0.5	956.2252801963313	325
#	0	1	#	0	0	#	#	0	1	0	1	53.3	88.32	40.50	4	13	0	119.8	999635	981203	0.6	479.0933333333333	75
1	1	#	#	#	1	#	#	#	1	1	1	990.7	16.22	35.69	4	15	0	234.4	999954	982332	0.5	937.6062263833659	280
#	1	#	1	#	0	0	0	1	0	0	1	75.0	154.37	12.81	4	5	0	102.5	999894	982339	0.7	410.2	40
1	#	1	#	#	1	0	1	#	#	1	0	27.0	47.69	29.12	4	13	0	172.3	999966	982628	0.5	689.3231329211947	139
#	0	0	0	0	#	0	#	#	0	#	0	1000.0	0.00	51.23	4	6	0	265.9	999813	982720	0.5	1063.6243774823831	132
1	#	1	0	#	1	#	1	#	1	1	1	1000.0	0.00	67.27	4	6	0	236.5	999954	982801	0.6	946.027397260274	73
#	#	1	0	1	0	1	1	1	1	#	1	1000.0	0.00	102.27	4	4	0	154.6	999623	982942	0.7	618.3589743589744	39
0	0	#	#	#	0	#	#	0	#	0	0	986.1	23.20	16.36	4	14	0	241.6	999920	983027	0.5	966.5113684256975	254
#	0	#	0	#	0	#	#	0	0	#	1	16.0	25.35	42.20	4	17	0	234.7	999997	983197	0.5	938.7558904248078	273
#	#	0	0	0	0	1	0	1	#	#	0	968.3	36.27	43.84	4	7	0	123.4	999728	983938	0.6	493.46031746031747	63
1	#	1	1	1	0	#	1	#	#	#	1	947.1	91.81	11.68	4	8	0	151.5	999872	983960	0.5	605.8387269524518	131
0	0	0	#	#	#	#	#	0	0	1	1	17.4	28.58	19.17	4	5	0	178.8	999802	984458	0.5	715.0851647518296	114
1	0	0	0	0	#	1	1	#	0	0	0	1000.0	1.08	148.81	4	4	0	122.4	999866	984603	0.8	489.5238095238095	21
1	0	0	#	0	0	0	#	1	#	1	0	935.5	110.09	31.92	4	8	0	99.4	999694	985256	0.7	397.6774193548387	31
0	1	1	#	#	#	1	#	1	1	#	1	972.4	43.80	12.00	4	4	0	157.9	999731	985402	0.5	631.6309290976515	112
0	1	0	#	1	1	1	#	1	1	#	0	0.0	0.00	106.83	4	6	0	172.6	999485	985889	0.7	690.4827586206897	29
0	0	#	0	0	1	#	#	0	#	1	0	936.2	100.68	56.08	4	14	0	94.6	999845	986635	0.6	378.2978723404256	47
#	1	#	#	1	#	1	#	#	1	1	0	3.5	7.21	85.74	4	15	0	232.4	999999	986755	0.5	929.4977265753174	217
1	#	1	#	#	0	1	#	1	1	0	1	937.5	99.04	28.94	4	8	0	128.0	999764	986768	0.6	512.1666666666666	48
0	0	#	0	0	#	#	#	#	#	0	0	977.4	28.02	38.84	4	16	0	225.0	999843	987481	0.5	899.9442731257037	186
0	#	0	#	0	#	0	#	#	0	0	0	1000.0	0.26	34.28	4	5	0	270.7	999644	987721	0.5	1082.8979591836735	98
1	#	#	#	1	1	0	#	#	1	1	0	29.7	52.61	9.13	4	7	0	174.1	999840	987822	0.5	696.2996000000003	101
#	#	#	0	1	0	1	0	#	1	0	0	704.5	382.60	20.42	4	5	0	81.6	999550	988109	0.6	326.36363636363643	44
#	0	0	#	0	#	#	#	0	0	#	1	19.7	27.42	31.35	4	11	0	253.2	999997	988111	0.5	1012.8475717863305	190
1	#	#	1	#	1	1	1	#	#	#	0	18.4	26.83	18.56	4	9	0	228.5	999993	988357	0.5	914.1978990438513	185
1	1	1	#	1	#	0	0	#	1	#	0	63.8	87.81	46.97	4	8	0	135.9	999661	988516	0.6	543.404255319149	47
1	1	0	#	#	0	1	1	0	1	#	0	90.9	179.83	15.81	4	3	0	93.4	999530	988596	0.7	373.45454545454544	22
0	#	0	#	0	#	0	1	#	#	0	0	977.5	24.33	65.86	4	8	0	179.6	999879	989270	0.5	718.2471910112358	89
#	#	#	0	0	#	0	0	1	#	0	0	1000.0	0.22	81.70	4	7	0	166.7	999901	989419	0.5	666.6172839506171	81
#	#	1	#	#	0	0	0	0	#	0	1	31.9	60.05	11.70	4	10	0	163.3	999981	989460	0.5	653.1063829787231	94
1	1	1	#	1	#	#	#	#	1	#	0	16.6	28.27	15.00	4	5	0	232.8	999895	990045	0.5	931.3904674561661	171
#	0	#	#	0	0	#	0	1	#	#	1	114.7	180.96	9.13	4	8	0	150.0	999716	990207	0.5	599.8007982095139	137
1	1	#	#	1	1	#	1	#	#	#	1	994.1	9.97	26.52	4	7	0	240.5	999964	990239	0.5	962.0555040897202	153
0	#	1	#	1	#	1	1	0	#	1	0	42.6	57.86	53.67	4	9	0	129.0	999957	991308	0.6	515.8297872340424	47
0	#	#	0	#	#	0	0	0	#	#	1	7.1	12.10	22.20	4	7	0	219.2	999950	991439	0.5	876.7243125630351	134
0	0	#	#	#	0	#	1	1	0	0	0	972.2	47.18	28.59	4	4	0	147.9	999989	991565	0.6	591.4444444444442	36
#	0	0	#	#	#	0	#	0	1	0	0	966.7	49.77	29.85	4	4	0	179.8	999565	991635	0.5	719.0666666666667	60
0	#	#	0	0	0	#	#	#	#	0	1	0.0	0.12	48.02	4	5	0	222.1	999983	992124	0.5	888.598443243332	128
1	1	0	#	#	0	#	#	0	0	#	0	833.3	257.22	12.80	4	6	0	104.6	999963	992580	0.5	418.2962962962963	54
#	#	0	0	0	#	0	#	#	#	0	1	9.6	15.61	22.28	4	6	0	229.0	999979	992738	0.5	915.9737341251999	104
#	0	#	0	0	#	#	0	0	#	#	1	0.0	0.00	62.44	4	5	0	235.7	999997	992854	0.5	942.8837973877462	109
#	0	#	0	#	0	#	#	0	0	#	0	990.4	10.19	61.57	4	7	0	254.0	999956	992904	0.5	1016.1439405372718	116
#	#	#	#	0	0	#	0	#	0	0	0	990.9	17.74	14.16	4	2	0	228.9	999991	993094	0.5	915.6364401646526	109
1	0	#	#	#	1	1	#	1	1	#	1	963.0	53.68	42.45	4	6	0	146.8	999657	993101	0.5	587.3333333333334	54
1	#	#	#	1	#	#	1	1	1	1	1	1000.0	0.22	41.81	4	0	0	261.0	999911	993463	0.5	1043.913043478261	46
0	0	#	#	#	#	0	#	0	#	0	1	9.9	10.30	55.95	4	3	0	227.1	999891	993652	0.5	908.5724	101
#	1	1	1	#	#	#	1	#	1	#	0	18.6	29.19	23.59	4	5	0	228.0	999824	993980	0.5	912.1371787470467	107
0	#	#	0	0	0	#	#	#	#	#	1	49.9	87.09	12.97	4	11	0	184.1	999986	994555	0.4	736.235478521345	177
#	#	1	#	1	1	#	1	#	1	#	1	1000.0	0.00	73.46	4	6	0	229.5	999954	994681	0.5	918.1971830985915	71
#	0	#	#	0	#	#	0	#	1	0	0	911.8	119.02	63.02	4	20	0	139.7	999946	995212	0.5	558.6470588235294	68
1	#	#	#	1	#	#	1	#	1	#	1	952.9	81.87	20.10	4	8	0	189.4	999964	995279	0.4	757.5612092535697	141
#	1	1	#	0	#	#	#	1	#	1	0	80.0	134.16	23.51	4	7	0	139.6	999966	995391	0.5	558.4533333333334	75
#	1	#	1	0	1	1	#	1	0	#	0	0.0	0.57	149.63	4	5	0	144.3	999971	995431	0.6	577.3333333333334	21
#	#	0	#	0	#	#	#	#	0	0	1	54.3	81.71	14.20	4	7	0	199.0	999979	996268	0.4	796.1699278339147	110
#	#	0	1	1	#	#	0	#	#	1	0	318.2	418.13	18.01	4	10	0	105.6	999999	997500	0.5	422.45454545454544	44
#	0	0	#	0	#	0	0	#	0	#	0	1000.0	0.00	62.23	3	491	149	270.6	999817	149576	0.5	811.7650462652559	6648
0	#	0	#	#	#	#	0	0	0	0	1	0.0	0.00	77.56	3	518	142	281.0	999804	185116	0.5	842.9912039832057	6360
1	1	#	1	#	1	#	#	#	1	1	1	1000.0	0.00	35.19	3	252	53	282.9	999892	261495	0.5	848.8401070713082	5808
1	1	#	#	#	1	#	1	1	#	1	0	0.0	0.00	68.16	3	378	105	295.6	999995	391413	0.5	886.9462622817098	4785
#	#	1	#	1	#	#	1	1	1	1	1	1000.0	0.00	69.66	3	226	59	269.2	999932	401485	0.5	807.642707082503	4630
#	0	#	#	0	0	0	#	#	0	0	1	0.0	0.00	58.00	3	339	91	294.6	999981	406059	0.5	883.7917232570138	4644
#	1	1	1	#	#	1	#	1	#	1	0	0.0	0.00	57.96	3	193	41	282.6	999926	580540	0.5	847.7620621212175	3261
#	#	0	0	0	#	0	0	#	0	#	0	1000.0	0.00	69.51	3	229	69	280.2	999694	633335	0.5	840.5438813682538	2893
#	1	#	1	1	#	1	1	#	1	#	1	1000.0	0.00	99.88	3	206	47	275.8	999964	635106	0.5	827.4341994981366	2930
1	1	#	0	1	0	1	0	1	1	0	0	0.0	0.00	124.01	3	52	0	85.1	998530	640130	0.9	255.29509667493735	183
#	1	#	#	#	#	1	1	1	1	1	0	0.0	0.00	69.77	3	220	53	296.2	999771	643419	0.5	888.5821640173601	2703
#	#	1	1	1	1	#	#	1	#	1	0	0.0	0.00	56.24	3	192	33	291.8	999717	661099	0.5	875.4740961277087	2666
0	0	0	1	0	1	#	0	0	1	1	0	1000.0	0.00	124.05	3	30	0	78.6	999912	700904	0.9	235.80563680490326	153
#	0	#	0	1	0	#	1	0	0	0	1	0.0	0.00	75.20	3	48	1	160.4	999471	705935	0.7	481.1197468549693	588
#	#	1	1	1	0	1	1	0	0	1	1	1000.0	0.00	116.26	3	45	0	108.6	998947	714275	0.8	325.9128157423566	271
1	1	1	#	0	0	1	0	1	0	1	1	1000.0	0.15	142.19	3	38	0	78.2	999923	717299	0.9	234.6386606146616	140
0	0	#	#	#	#	#	0	0	0	0	1	0.0	0.00	88.00	3	141	40	293.8	999891	722888	0.5	881.4694717867046	2187
0	1	0	1	#	1	0	0	1	1	1	1	1000.0	0.00	221.70	3	47	0	78.7	998692	738596	0.9	236.1210853028846	129
#	0	0	1	1	0	1	#	0	0	0	1	0.0	0.17	106.71	3	31	0	112.1	999336	782248	0.8	336.4465905767639	217
1	0	1	0	1	0	0	#	1	1	1	1	1000.0	0.00	113.88	3	25	0	82.6	999340	785593	0.9	247.74205097315314	113
0	1	1	1	0	1	1	1	0	0	0	0	0.0	0.00	202.43	3	31	0	53.2	999014	788070	1.0	159.54545454545453	55
1	0	1	1	0	#	1	1	#	#	1	1	1000.0	0.01	95.60	3	58	0	149.7	999443	790468	0.7	449.1741141031557	436
#	0	0	0	1	1	0	1	#	0	0	1	0.0	0.20	105.15	3	34	0	116.2	999859	798801	0.8	348.5496849447846	205
1	1	0	0	#	0	0	#	0	0	1	0	1000.0	0.00	135.90	3	48	0	110.9	998952	800019	0.8	332.59113165435247	206
1	1	#	1	#	1	#	#	1	#	1	0	0.0	0.00	107.41	3	67	11	307.1	999971	810300	0.5	921.3204235404573	1461
0	1	1	0	0	0	1	1	1	1	0	0	0.0	0.00	185.40	3	24	0	60.1	999693	811277	1.0	180.3125	48
#	1	0	1	1	0	0	1	0	0	0	1	0.0	0.00	101.11	3	22	0	81.1	999370	817098	0.9	243.32258064516128	93
1	1	0	0	0	1	1	1	0	#	1	0	0.0	0.27	174.47	3	32	0	85.1	999091	822963	0.9	255.41095890410958	73
1	1	0	0	0	#	0	0	0	1	1	0	1000.0	0.00	109.18	3	23	0	86.7	998983	823949	0.9	260.0117647058824	85
1	1	1	#	1	0	#	#	#	1	1	0	0.0	0.00	54.69	3	38	3	217.1	999839	824081	0.6	651.1714037338636	684
1	0	1	1	0	1	0	#	0	1	1	0	0.0	0.15	118.48	3	23	0	79.8	998913	832419	0.9	239.33684210526314	95
1	0	0	0	1	1	0	1	#	0	0	1	0.0	0.00	151.89	3	21	0	85.3	999505	843857	0.9	256.0253164556962	79
0	0	1	1	0	0	0	1	1	#	0	1	0.0	0.00	256.03	3	24	0	82.6	999046	851590	0.9	247.71428571428572	70
1	1	1	#	0	0	1	0	#	1	1	0	0.0	0.00	85.43	3	21	0	120.1	999926	852234	0.8	360.2011241075801	149
1	1	#	1	0	#	1	#	1	1	0	0	0.0	0.06	62.99	3	21	0	166.1	999803	854395	0.7	498.352696835369	296
#	0	0	1	1	1	#	1	1	1	0	1	1000.0	0.08	106.94	3	15	0	117.3	999544	854599	0.8	351.95152700259644	131
0	1	1	1	#	1	1	#	0	0	1	1	1000.0	0.00	110.27	3	20	0	100.3	999886	855329	0.8	300.93101612590436	131
1	0	#	1	1	0	1	1	#	1	0	1	1000.0	0.21	141.08	3	28	0	115.0	999764	855995	0.8	344.8519286862903	136
1	#	1	0	#	1	1	1	0	1	0	1	1000.0	0.09	83.90	3	22	0	112.7	999683	856323	0.8	338.20891756889336	141
0	1	0	#	0	#	0	1	0	1	0	1	0.0	1.05	82.17	3	14	0	121.8	999795	858083	0.8	365.4344080978463	148
0	1	1	1	0	0	0	0	#	0	#	1	0.0	0.25	153.45	3	33	0	107.9	999984	861709	0.8	323.6487657885275	127
0	1	0	1	0	1	#	1	1	1	0	0	0.0	0.00	122.77	3	6	0	82.9	999879	866759	0.9	248.81250000000006	64
#	0	#	0	0	0	1	0	0	1	1	0	1000.0	0.00	109.86	3	19	0	114.5	998330	868957	0.8	343.6422958933234	132
0	0	0	0	1	#	0	#	1	#	0	0	1000.0	0.00	101.91	3	25	0	159.8	999791	871213	0.7	479.28296367482284	253
#	0	0	#	0	0	1	0	1	1	0	0	1000.0	0.45	85.69	3	14	0	110.3	999365	877375	0.8	330.8400055198384	120
1	#	1	1	0	#	1	0	1	0	1	1	1000.0	0.00	67.93	3	7	0	117.1	999923	877379	0.8	351.1579781661136	123
1	1	1	1	#	1	#	#	#	1	#	1	1000.0	0.00	81.36	3	46	7	275.6	999801	877906	0.5	826.9380783059523	958
1	1	1	1	0	0	1	1	#	0	0	1	1000.0	0.00	126.92	3	13	0	83.9	996887	880148	0.9	251.79310344827587	58
0	#	#	0	0	0	#	0	#	0	1	0	1000.0	0.00	47.86	3	20	0	216.4	999712	882250	0.6	649.2705092886175	477
0	#	#	0	#	#	#	0	0	0	0	0	1000.0	0.00	82.27	3	40	6	276.1	999430	882588	0.5	828.2799881961355	907
0	#	1	1	1	0	0	1	0	0	0	1	0.0	0.00	206.28	3	16	0	76.2	999647	883931	0.9	228.52380952380952	63
#	#	0	0	0	#	0	0	#	#	0	1	0.0	0.00	54.98	3	27	3	295.3	999827	884420	0.5	885.9649257925964	912
#	1	1	1	1	1	#	#	#	1	#	0	0.0	0.00	42.75	3	25	6	288.7	999786	886003	0.5	865.9949294584202	878
1	1	0	0	#	1	#	1	1	1	0	0	0.0	0.53	111.74	3	14	0	113.4	998745	889909	0.8	340.26	100
0	#	#	0	0	1	0	0	#	0	1	0	1000.0	0.00	73.23	3	21	0	146.3	999143	890599	0.7	438.99645944658766	210
0	0	#	0	0	0	1	0	1	#	#	0	1000.0	0.19	104.77	3	30	0	157.2	999148	890604	0.7	471.65274412852943	236
#	0	1	0	0	#	0	1	0	0	1	0	1000.0	0.00	108.61	3	21	0	108.8	998563	892067	0.8	326.4695354099806	111
0	0	#	0	0	1	1	0	1	#	0	0	1000.0	0.00	99.71	3	12	0	107.2	999652	892559	0.8	321.7151276967127	111
0	1	0	0	#	0	#	#	0	0	1	0	1000.0	0.05	70.04	3	13	0	161.0	999883	893387	0.7	483.0747155693547	210
1	1	0	0	#	0	#	0	1	0	0	0	1000.0	0.00	124.55	3	17	0	110.2	999715	893788	0.8	330.50872971000007	103
1	0	1	1	1	0	1	0	0	0	1	0	0.0	0.00	214.07	3	11	0	57.9	996092	895740	1.0	173.76923076923077	26
#	1	1	1	0	1	1	0	0	1	#	1	1000.0	0.00	60.05	3	13	0	123.4	998202	897791	0.8	370.05673378970704	105
#	1	0	0	1	0	#	0	0	0	#	0	1000.0	0.00	43.13	3	12	0	153.6	999883	899588	0.7	460.66220896530444	212
#	1	#	1	1	1	#	1	0	1	#	1	1000.0	0.00	63.27	3	17	0	210.5	999964	900002	0.6	631.6275138834276	427
1	1	1	0	1	1	1	0	0	0	#	0	0.0	0.00	106.51	3	11	0	82.5	999061	900757	0.9	247.50000000000006	52
0	0	1	1	0	#	#	0	0	#	0	0	1000.0	0.01	71.89	3	15	0	161.0	999347	902373	0.7	482.90121466515984	191
0	1	0	0	0	#	1	1	1	0	0	0	1000.0	0.00	175.98	3	14	0	83.5	999521	903120	0.9	250.50000000000006	44
1	#	1	#	1	0	1	#	#	1	1	0	0.0	0.02	43.95	3	10	0	215.6	999839	903163	0.6	646.8950108664889	371
#	1	0	0	0	1	0	1	1	1	1	1	1000.0	1.25	191.07	3	14	0	81.0	999577	904535	0.9	242.93617021276594	47
1	1	1	0	1	1	0	1	#	#	0	0	0.0	0.00	79.66	3	11	0	116.2	999848	904542	0.8	348.5056179775281	89
0	0	#	0	#	0	0	1	0	#	1	1	0.0	0.00	46.29	3	14	0	156.0	999810	904566	0.7	467.9743897773394	196
#	0	0	#	1	1	0	0	0	#	0	0	1000.0	0.00	51.14	3	16	0	158.5	999915	905021	0.7	475.3954092220095	177
0	1	1	0	0	0	#	0	1	0	1	1	0.0	0.49	190.07	3	14	0	88.7	997976	905816	0.9	266.18749999999994	48
0	0	#	1	0	#	1	#	0	0	0	1	0.0	0.00	52.54	3	11	0	169.5	999545	906469	0.7	508.35880128458075	174
#	1	0	1	1	1	1	#	#	0	1	0	0.0	0.00	53.92	3	12	0	166.7	999864	907754	0.7	500.18077065640233	190
0	0	0	0	0	1	1	#	1	0	#	1	0.0	0.00	119.90	3	19	0	117.2	999707	908637	0.8	351.7040816326531	98
0	#	0	1	0	#	0	0	1	0	#	1	0.0	0.00	81.71	3	8	0	165.1	999870	909151	0.7	495.40550929277435	189
#	1	1	1	1	#	1	#	0	0	1	1	1000.0	0.34	54.91	3	11	0	155.8	999908	909221	0.7	467.4418210627691	169
#	#	0	0	1	1	1	0	0	0	0	0	1000.0	0.97	83.14	3	16	0	115.7	996280	911265	0.8	347.19101123595505	89
1	1	1	#	#	1	1	0	1	#	0	1	1000.0	0.00	80.28	3	16	0	145.5	999144	912846	0.7	436.6229536788037	176
1	0	#	1	#	0	1	1	0	1	1	1	1000.0	0.00	111.29	3	23	0	109.2	999408	913403	0.8	327.69767441860466	86
0	1	0	#	0	#	1	0	0	0	#	1	0.0	0.12	91.53	3	24	0	157.7	999867	913694	0.7	473.10013340632815	171
0	#	#	1	0	1	0	0	#	0	0	0	1000.0	0.11	56.60	3	15	0	147.5	998002	914034	0.7	442.5042419397595	160
0	0	#	1	1	1	1	1	#	1	#	1	1000.0	0.60	68.72	3	12	0	143.9	999742	914087	0.7	431.6481565381857	167
1	#	#	0	0	0	0	1	#	0	0	0	1000.0	0.16	82.60	3	18	0	154.8	999547	914323	0.7	464.29989720360356	168
1	1	0	0	0	1	1	1	0	0	0	1	0.0	0.00	201.21	3	7	0	67.9	999315	915347	1.0	203.60869565217402	23
0	0	0	0	1	0	1	1	0	#	#	0	1000.0	0.40	128.46	3	19	0	114.1	999844	916879	0.8	342.4109589041096	73
0	1	#	0	0	0	0	1	1	1	0	0	1000.0	0.76	245.78	3	15	0	83.3	998268	918396	0.9	249.94736842105272	38
#	#	0	0	1	#	0	0	0	#	0	1	0.0	0.03	50.82	3	12	0	212.9	999804	921451	0.6	638.7271358691236	293
0	0	1	#	1	0	0	0	#	0	#	0	1000.0	0.00	86.89	3	13	0	168.1	999284	921460	0.7	504.4117418807344	160
#	1	0	0	1	0	#	0	0	#	1	0	877.5	199.75	6.48	3	11	0	96.2	999883	922116	0.7	288.5678251356293	150
0	#	1	0	0	#	#	0	1	0	#	1	58.7	105.92	6.67	3	23	0	132.1	999555	922433	0.6	396.2551361581282	290
1	1	0	0	1	0	0	0	#	0	#	0	1000.0	0.00	80.22	3	9	0	116.6	998937	922460	0.8	349.9125	80
1	1	0	1	0	1	1	1	#	0	0	1	1000.0	0.18	202.31	3	23	0	80.9	998814	922965	0.9	242.60869565217385	46
#	0	1	#	0	#	0	0	0	0	#	0	1000.0	0.00	37.41	3	9	0	197.7	999850	924205	0.6	593.066442134533	312
0	0	#	0	0	#	0	#	#	0	#	1	0.0	0.00	65.20	3	29	0	293.2	999986	924210	0.5	879.6633856120848	572
1	1	1	#	0	0	1	1	0	1	#	1	1000.0	0.00	164.66	3	12	0	97.2	999360	924240	0.8	291.5833333333333	72
0	0	#	1	0	0	0	1	0	1	#	0	1000.0	0.00	76.36	3	5	0	113.9	997991	925746	0.8	341.671875	64
#	1	#	1	0	1	1	#	1	#	1	1	1000.0	0.00	46.23	3	6	0	210.4	999992	925851	0.6	631.3328119009042	310
1	1	#	1	#	0	1	#	1	#	1	0	0.0	0.04	42.83	3	10	0	230.9	999926	926484	0.6	692.5650826598951	272
1	1	0	1	#	0	0	#	0	0	1	1	271.6	363.78	16.29	3	11	0	79.1	998724	926622	0.8	237.22222222222229	81
1	0	0	1	1	1	0	#	1	#	1	1	1000.0	1.16	69.61	3	10	0	115.4	999663	927338	0.8	346.3478260869565	69
1	0	#	0	1	1	1	1	#	1	#	1	1000.0	0.06	111.32	3	14	0	160.1	999522	929022	0.7	480.383701986804	153
1	#	1	#	#	1	#	1	#	1	1	1	1000.0	0.01	27.37	3	17	0	285.4	999954	929281	0.5	856.1941793157245	535
0	0	#	1	0	0	#	1	0	0	#	0	1000.0	0.00	49.77	3	4	0	171.3	998914	930312	0.7	514.012310739747	145
1	#	0	0	0	0	1	0	0	#	1	0	1000.0	0.00	73.84	3	6	0	100.5	999387	930484	0.8	301.35616438356163	73
1	0	0	0	#	0	1	#	0	#	0	0	1000.0	0.03	46.47	3	13	0	152.5	998283	930639	0.7	457.4423135801445	133
1	#	1	1	1	0	0	#	1	1	#	0	0.0	0.00	99.07	3	23	0	161.7	999882	931077	0.7	484.9856949526152	129
#	1	0	0	1	0	#	0	0	#	0	0	1000.0	0.00	90.12	3	17	0	151.8	999441	931671	0.7	455.4441815538526	136
