B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
#	1	#	1	1	1	0	#	#	1	1	0	0.0	0.00	89.81	4	26	0	211.8	499989	383132	0.6	847.06867872559	430
1	0	0	0	1	1	1	#	1	0	1	1	1000.0	0.00	179.84	4	8	0	80.4	499918	397241	0.9	321.72727272727275	44
1	1	1	0	1	0	#	#	0	1	1	0	0.0	0.24	121.80	4	26	0	116.6	499032	402735	0.8	466.3499387745116	110
#	1	0	0	#	1	1	1	1	#	1	0	0.0	0.00	36.30	4	9	0	172.7	499895	412554	0.7	690.9188932172601	184
1	#	0	0	1	1	1	1	1	#	#	0	0.0	0.00	59.65	4	12	0	170.9	499895	415927	0.7	683.567891114116	176
1	1	1	1	0	0	1	0	1	0	0	1	1000.0	0.00	311.09	4	11	0	61.6	498175	416255	1.0	246.58823529411765	17
#	1	1	0	1	1	1	0	#	1	0	1	1000.0	0.28	152.93	4	13	0	108.5	499253	417499	0.8	434.05405405405406	74
0	#	#	#	0	0	#	0	#	0	0	0	1000.0	0.00	58.41	4	12	0	290.0	499999	419153	0.5	1159.8516595729313	616
1	#	0	0	1	1	1	0	0	1	1	0	0.0	0.00	126.73	4	10	0	79.6	496270	420494	0.9	318.5454545454545	44
#	#	1	1	0	0	1	0	0	0	0	0	1000.0	0.73	91.71	4	13	0	112.0	499243	422895	0.8	447.8974358974358	78
1	0	1	1	#	#	1	1	0	0	1	1	1000.0	0.00	156.96	4	12	0	107.0	499960	424499	0.8	427.8378378378378	74
1	#	0	1	0	0	0	1	0	0	1	1	0.0	0.00	185.07	4	9	0	79.2	496907	425076	0.9	316.70588235294116	34
0	0	1	0	1	1	0	1	0	1	0	0	1000.0	0.00	190.96	4	9	0	76.1	499387	427707	1.0	304.3636363636364	22
0	0	0	0	#	1	1	#	#	0	0	0	1000.0	0.00	106.02	4	8	0	159.8	499420	427801	0.7	639.3292623761064	136
1	1	1	1	0	#	1	0	1	#	0	0	0.0	0.00	129.89	4	13	0	97.6	498419	430591	0.8	390.3384615384615	65
#	0	#	0	#	0	1	1	0	0	0	1	0.0	0.00	54.57	4	3	0	159.3	499689	438249	0.7	637.1318885643253	127
1	1	1	1	1	#	#	#	0	#	1	0	0.0	0.00	66.14	4	18	0	213.0	499883	441458	0.6	851.8930474260405	217
0	#	1	1	1	1	1	#	0	1	#	1	1000.0	0.00	101.56	4	22	0	158.3	499812	444259	0.7	633.3863553961494	116
#	#	0	1	0	#	0	0	0	1	0	0	1000.0	0.06	78.92	4	9	0	145.6	499670	448530	0.7	582.4888888888887	90
0	#	0	1	#	0	#	0	0	#	#	1	31.0	53.11	9.41	4	31	0	167.4	499860	452051	0.5	669.5666680025203	352
1	1	0	0	0	#	1	0	#	0	0	1	0.0	0.00	142.02	4	9	0	116.4	499943	455125	0.8	465.5652173913044	46
#	#	1	1	1	1	#	1	#	1	#	0	0.0	0.00	25.94	4	11	0	300.2	499989	458269	0.5	1200.6795843840555	320
1	1	1	1	#	#	#	1	#	#	1	0	0.0	0.02	45.98	4	12	0	293.9	499957	461090	0.5	1175.627027826673	293
1	#	1	0	1	#	#	1	0	#	1	1	936.1	107.59	21.48	4	14	0	128.1	499810	466057	0.6	512.4202750277103	125
0	1	#	1	1	#	0	#	#	1	1	1	949.0	69.72	26.82	4	17	0	136.4	499836	466658	0.6	545.7342420191045	121
0	#	#	#	1	0	0	#	0	#	0	1	24.3	36.98	15.61	4	18	0	169.5	499935	466784	0.5	678.1425129514225	286
0	1	1	0	1	#	#	1	1	#	0	1	882.4	179.35	18.04	4	9	0	100.2	499849	467341	0.7	400.94117647058823	68
1	1	0	0	1	1	1	#	1	#	#	1	1000.0	0.00	103.19	4	9	0	150.2	499709	468113	0.7	600.8301886792453	53
1	#	#	1	1	#	#	1	#	1	#	0	7.2	19.02	7.13	4	30	0	243.0	499961	468502	0.5	10380.864742143798	508
#	0	0	0	0	#	#	#	1	0	1	0	958.2	66.83	29.49	4	14	0	131.7	499270	468538	0.6	526.8836151125895	120
#	0	0	#	0	0	#	#	#	0	#	0	984.8	21.76	37.08	4	27	0	238.4	499845	468854	0.5	953.5087476711328	487
0	1	1	1	#	0	0	0	0	#	#	1	75.8	134.23	21.83	4	11	0	91.5	499504	469552	0.7	366.06060606060606	66
1	0	1	1	1	1	1	#	0	0	0	0	0.0	1.71	223.61	4	7	0	81.9	499092	470090	0.9	327.46666666666664	15
#	1	1	#	1	1	1	1	0	#	0	0	0.0	0.00	114.53	4	4	0	155.7	499740	470150	0.7	622.7142857142857	56
1	#	1	#	1	1	#	#	1	1	#	1	1000.0	0.00	24.47	4	4	0	266.0	499949	470369	0.5	1064.0110913841781	217
#	1	#	0	0	0	#	1	#	0	0	1	36.9	75.21	8.07	4	7	0	120.4	499870	470858	0.6	481.4936541955274	108
0	1	#	1	1	#	1	1	#	1	#	0	0.0	0.00	75.02	4	7	0	213.9	499909	471257	0.6	855.7105305632981	114
#	#	1	#	1	#	1	1	1	#	1	1	1000.0	0.00	45.45	4	11	0	277.3	499938	471639	0.5	1109.2247987385151	220
1	1	#	#	#	#	1	1	#	0	1	1	971.6	42.38	68.81	4	41	0	180.9	499975	472202	0.5	723.71561040382	219
1	0	1	1	#	1	#	1	#	1	#	0	0.0	0.00	46.30	4	3	0	224.1	499920	472643	0.6	896.40221668	103
0	1	#	0	0	#	#	#	1	0	0	1	38.9	51.18	37.83	4	13	0	125.0	499924	473040	0.6	499.84254003999996	103
#	#	0	#	0	1	1	1	#	1	1	1	938.8	83.02	40.46	4	11	0	120.9	499913	473556	0.6	483.46938775510205	98
#	1	#	0	0	0	0	#	1	0	#	0	970.9	44.13	39.95	4	16	0	127.4	499999	473591	0.6	509.53745012000024	103
1	1	#	#	#	#	1	#	#	1	1	0	8.9	13.22	87.71	4	29	0	250.6	499895	475030	0.5	1002.3500355253117	419
#	1	1	0	#	#	1	1	1	#	#	0	35.8	52.99	13.50	4	15	0	172.0	499981	475097	0.5	688.0078377039293	194
1	#	#	1	#	1	1	1	0	#	#	0	12.2	21.77	6.90	4	6	0	174.6	499916	477014	0.5	7706.316965877636	167
1	1	#	1	0	1	#	1	1	0	0	0	0.0	0.00	111.35	4	5	0	128.3	499114	477845	0.8	513.2	20
1	0	#	1	0	1	#	#	1	#	1	0	65.8	105.37	24.04	4	8	0	113.3	499751	478850	0.6	453.157894736842	76
0	#	1	#	1	#	1	#	#	1	1	1	975.5	49.43	7.46	4	4	0	179.8	499921	479020	0.5	7339.123763635702	156
0	#	1	0	0	0	1	0	#	#	0	0	1000.0	0.00	49.32	4	5	0	167.1	499346	479534	0.7	668.2222222222222	36
#	#	0	#	#	1	0	#	0	0	0	1	31.7	52.60	14.94	4	10	0	166.3	499963	479622	0.5	665.131158534442	161
0	#	#	0	0	#	#	0	1	#	0	1	14.2	19.38	28.05	4	11	0	175.4	499974	479744	0.5	701.4924776451758	158
#	#	0	#	0	0	#	0	#	0	0	1	0.0	0.04	40.59	4	6	0	277.5	499947	479976	0.5	1110.0950114068467	167
1	#	#	0	#	1	1	#	#	1	1	0	17.4	35.40	8.82	4	10	0	182.8	499895	480764	0.5	731.0618979563847	163
1	1	1	#	1	#	#	1	#	1	0	1	1000.0	0.00	46.45	4	4	0	202.6	499846	480799	0.6	810.5128205128204	78
0	0	#	0	0	#	0	#	#	1	#	0	971.6	44.14	10.53	4	4	0	187.5	499676	480887	0.5	750.1630254077658	146
0	1	1	#	0	0	#	#	1	#	1	0	328.9	409.19	22.94	4	16	0	82.4	499942	481627	0.6	329.47368421052624	76
1	#	0	1	1	0	#	#	1	0	1	0	35.7	87.19	11.50	4	4	0	81.4	499983	482043	0.7	325.57142857142856	28
1	#	1	1	#	#	1	#	1	#	#	1	987.3	22.64	16.65	4	15	0	210.2	499938	482635	0.5	840.8695592060342	273
#	1	1	#	1	#	1	#	#	0	1	1	978.5	39.85	14.23	4	7	0	164.9	499111	483521	0.5	659.4266921545167	133
0	0	0	#	#	0	0	0	1	#	1	0	1000.0	0.29	121.96	4	4	0	152.3	499966	483856	0.7	609.0588235294118	34
0	0	#	0	#	#	#	0	0	#	#	0	978.9	27.10	43.14	4	20	0	243.2	499970	484612	0.5	972.9131278857944	230
1	1	#	1	#	1	#	#	1	1	#	0	0.0	0.16	30.81	4	3	0	299.3	499902	484747	0.5	1197.2225472548525	129
#	0	#	#	0	#	#	#	0	0	0	1	20.7	37.36	8.47	4	10	0	224.8	499925	484777	0.5	899.3810463323255	238
#	0	0	1	0	#	#	#	#	1	0	1	125.1	173.18	11.53	4	12	0	111.2	499877	485009	0.5	444.7014013988142	113
#	0	#	0	1	#	0	0	#	0	#	0	963.7	73.51	8.20	4	6	0	162.4	499966	485097	0.5	649.5739995219914	112
1	1	#	1	#	#	#	#	1	1	1	1	1000.0	0.00	47.98	4	4	0	265.3	499938	485878	0.5	1061.3208714226832	115
1	1	#	#	#	1	1	#	#	1	#	1	983.1	27.04	9.40	4	10	0	203.3	499971	485942	0.5	813.3743465084845	214
#	1	#	1	#	1	1	0	1	#	#	1	988.4	12.33	76.46	4	11	0	170.1	499278	486196	0.5	680.4651162790699	86
0	#	0	0	#	0	0	#	#	#	#	0	996.7	8.75	27.98	4	4	0	239.7	499999	486532	0.5	958.7887902576252	210
#	#	#	1	1	1	1	#	1	#	#	1	990.4	10.06	71.58	4	10	0	215.4	499885	486575	0.5	861.511795864367	190
#	1	1	1	#	#	#	#	1	#	1	0	12.9	24.43	9.15	4	10	0	246.4	499989	486728	0.5	985.488280178025	212
1	1	1	#	#	1	#	#	#	0	0	1	840.0	239.08	16.21	4	8	0	100.7	499816	486742	0.5	402.9999999999999	100
#	0	#	0	0	0	#	#	0	#	#	0	989.4	17.20	44.71	4	13	0	251.9	499970	487200	0.5	1007.4353031176628	207
1	0	0	#	0	#	#	#	0	0	#	1	31.9	42.55	46.33	4	14	0	173.7	499484	487627	0.5	694.6382978723404	94
0	#	#	#	0	0	0	1	1	0	0	0	1000.0	0.00	67.21	4	5	0	133.6	499053	487743	0.7	534.4516129032259	31
1	#	#	1	#	1	1	1	#	#	#	0	4.8	8.42	53.15	4	6	0	245.0	499957	487987	0.5	979.8311277085814	186
1	1	#	#	#	#	1	1	#	#	1	1	979.8	40.20	7.19	4	8	0	218.9	499975	488575	0.5	9271.439314647825	175
0	#	0	#	1	0	#	#	#	0	0	0	987.0	13.33	74.30	4	8	0	176.2	499893	489397	0.5	704.6233766233767	77
#	#	0	0	#	0	#	#	#	0	0	1	0.0	0.19	66.33	4	12	0	228.5	499947	489766	0.5	914.1702812645815	147
1	1	1	1	#	#	#	#	1	#	#	0	12.2	24.32	10.73	4	5	0	245.1	499957	490824	0.5	980.5304414165792	149
#	0	#	#	0	#	#	0	0	#	0	1	20.5	35.02	9.58	4	3	0	240.6	499968	490864	0.5	962.4524536407613	141
0	0	#	#	#	#	0	#	0	1	0	0	987.5	16.33	46.29	4	11	0	165.1	499853	491459	0.5	660.3000000000001	80
0	#	1	#	1	1	#	1	1	#	#	0	16.1	21.35	50.93	4	6	0	180.3	499989	492219	0.5	721.1612903225806	62
0	0	0	#	#	0	#	0	#	#	#	1	7.5	11.44	25.12	4	5	0	234.3	499947	492240	0.5	937.3287762856247	128
1	0	#	#	1	1	#	1	#	1	#	1	1000.0	0.00	86.08	4	8	0	165.9	499810	492317	0.5	663.7333333333333	60
#	#	#	#	#	1	#	1	1	1	1	1	981.5	24.73	61.59	4	8	0	214.9	499913	492499	0.5	859.5781567431503	108
#	0	0	1	0	0	1	0	#	#	#	0	925.9	91.44	78.55	4	8	0	136.6	499833	493229	0.6	546.5185185185187	27
#	#	#	0	#	0	#	0	#	1	0	1	73.1	115.02	16.05	4	10	0	148.3	499988	493419	0.5	593.2442991902813	109
0	1	1	#	1	0	0	#	0	1	0	1	222.2	339.68	37.91	4	4	0	84.6	499607	493463	0.8	338.22222222222223	9
1	#	#	1	#	#	1	1	#	#	1	0	10.8	27.49	9.64	4	4	0	250.2	499957	493772	0.5	1000.8172043010753	93
#	0	1	#	1	#	0	0	#	0	0	1	43.5	105.75	48.09	4	6	0	126.1	499888	493986	0.6	504.5217391304347	23
#	0	#	#	0	0	#	0	0	#	#	1	0.0	0.08	78.95	4	8	0	227.3	499891	494095	0.5	909.3052631578947	95
#	#	#	0	0	0	0	#	#	#	0	0	989.4	17.52	21.19	4	4	0	231.6	499999	494261	0.5	926.4255319148937	94
#	0	#	#	0	#	#	#	#	0	0	1	45.1	74.90	17.51	4	7	0	188.8	499995	494419	0.4	755.2915352784938	174
0	#	#	0	1	#	0	0	#	#	0	1	20.0	38.63	47.10	4	8	0	164.0	499721	494451	0.5	656.0800000000002	50
#	#	#	#	#	1	1	1	#	#	1	1	956.8	72.90	12.78	4	6	0	182.9	499975	494968	0.4	731.446879294752	159
1	1	#	1	1	#	#	#	#	1	#	1	988.4	15.48	58.04	4	10	0	189.7	499949	495120	0.5	758.9302325581396	86
#	1	0	1	#	1	1	0	#	1	#	1	928.6	89.37	45.70	4	3	0	113.9	499544	495380	0.6	455.7142857142857	14
#	#	1	#	#	1	1	#	1	#	#	0	54.0	89.16	20.06	4	10	0	195.4	499959	495577	0.4	781.6641768170548	150
#	#	1	#	1	1	1	1	#	#	#	1	1000.0	0.00	86.63	4	9	0	235.1	499960	495584	0.5	940.2631578947369	76
1	0	1	0	#	#	1	1	#	1	0	1	900.0	154.56	109.79	4	4	0	74.0	499911	495798	0.7	296.0	10
#	#	0	0	#	0	#	0	#	#	0	0	985.1	18.45	57.37	4	7	0	217.6	499999	496133	0.5	870.5074626865671	67
#	1	0	0	#	0	#	1	0	0	#	0	944.4	67.90	122.65	4	5	0	121.6	499854	496390	0.6	486.44444444444446	18
1	#	1	0	1	#	1	0	0	#	1	1	1000.0	0.00	57.46	4	2	0	107.3	499115	496557	0.7	429.3333333333333	9
0	0	#	#	#	0	#	0	#	#	1	0	936.2	93.37	35.31	4	6	0	162.7	499966	496639	0.5	650.9787234042557	47
#	#	1	1	1	#	#	#	#	1	0	0	128.2	158.56	60.67	4	7	0	137.0	499902	497705	0.5	547.8974358974359	39
1	1	#	1	#	#	#	#	#	#	1	1	971.8	36.43	49.69	4	9	0	166.6	499975	497767	0.4	666.3098591549294	71
#	#	1	0	0	#	#	#	0	#	#	1	260.0	315.90	20.97	4	3	0	103.7	499988	498586	0.4	414.8	50
0	#	#	0	0	#	#	0	#	0	0	1	0.0	0.00	100.96	3	275	62	283.8	499947	5852	0.5	851.5233037595958	3789
#	0	#	#	0	0	#	#	0	0	0	0	1000.0	0.00	64.15	3	223	63	288.2	499970	17864	0.5	864.4691181967776	3722
1	1	#	1	1	#	#	1	#	#	1	1	1000.0	0.00	65.42	3	221	52	274.4	499938	24371	0.5	823.2691149378063	3807
1	#	1	1	#	#	1	#	1	1	#	0	0.0	0.00	65.31	3	260	52	306.5	499902	44688	0.5	919.6493043440113	3493
#	1	1	1	#	#	1	1	#	#	1	0	0.0	0.00	47.58	3	179	50	308.2	499976	69979	0.5	924.5873673261596	3266
#	0	0	#	0	#	#	0	#	0	0	1	0.0	0.00	60.87	3	174	51	293.1	499947	97999	0.5	879.2459145880507	3137
0	0	#	0	0	#	0	#	0	#	#	1	0.0	0.00	65.02	3	175	42	277.7	499811	122531	0.5	833.1932446389176	2931
0	#	0	0	#	0	0	0	#	#	#	0	1000.0	0.00	79.36	3	242	72	290.5	499999	127156	0.5	871.5301637780358	2953
0	1	0	#	0	0	0	#	#	#	0	1	0.0	0.00	52.19	3	76	6	201.2	499480	145727	0.6	603.5207207377725	1353
#	#	1	1	1	#	#	1	1	#	1	0	0.0	0.00	112.12	3	160	46	297.4	499989	169919	0.5	892.2522958519355	2534
1	1	1	#	#	1	#	1	#	1	#	0	0.0	0.00	84.58	3	111	31	289.6	499902	209831	0.5	868.692834250387	2221
0	0	1	0	1	0	1	#	1	0	0	0	1000.0	0.00	152.56	3	40	0	86.6	498021	220360	0.9	259.77552205409717	133
0	1	#	#	0	#	0	0	#	0	0	0	1000.0	0.00	91.56	3	67	7	218.0	499999	225850	0.6	654.1080061537807	1046
1	1	#	1	#	1	1	#	#	#	1	1	1000.0	0.00	62.14	3	137	44	269.6	499975	250682	0.5	808.9307495067901	1993
#	0	1	1	1	0	0	0	#	0	0	0	1000.0	0.00	104.85	3	27	0	118.5	498023	252512	0.8	355.4983792877979	233
#	1	1	1	1	1	1	0	0	0	0	1	1000.0	0.00	193.76	3	39	0	82.8	497726	278590	0.9	248.4649002416965	119
1	#	#	#	#	1	1	1	1	#	1	0	0.0	0.00	67.29	3	80	16	294.6	499957	284695	0.5	883.7453010125496	1705
1	#	1	#	1	#	1	1	#	1	#	0	0.0	0.00	86.64	3	105	25	302.1	499902	286144	0.5	906.2671817467248	1664
0	1	#	1	1	1	1	1	0	#	0	1	1000.0	0.00	140.17	3	38	0	102.0	499929	289202	0.8	306.1137434011989	193
1	0	1	0	#	1	1	1	1	0	0	1	1000.0	0.40	181.60	3	26	0	81.2	498874	295823	0.9	243.61290322580632	93
0	0	0	0	1	0	#	0	1	1	1	0	1000.0	0.35	189.65	3	35	0	84.9	498957	296205	0.9	254.56249999999994	96
0	0	1	1	0	0	0	0	#	1	1	0	1000.0	0.00	140.11	3	37	0	84.4	499429	296271	0.9	253.1941349393336	116
0	1	0	1	0	1	0	0	1	1	1	0	0.0	0.39	323.38	3	34	0	58.4	496932	298276	1.0	175.23529411764707	51
1	#	1	#	#	#	1	1	1	#	1	0	0.0	0.00	92.27	3	106	27	303.0	499957	298354	0.5	908.9091963044685	1585
1	0	0	1	#	1	1	0	0	1	1	0	0.0	0.10	306.35	3	44	0	79.3	498583	310167	0.9	237.82105263157905	95
#	1	#	1	#	1	1	#	1	#	1	0	0.0	0.00	68.75	3	66	14	298.6	499957	315852	0.5	895.7984611860466	1395
1	0	0	0	#	#	0	1	0	1	0	0	1000.0	0.00	101.94	3	30	0	109.4	499486	321276	0.8	328.29269286868885	182
#	#	0	1	0	0	1	1	0	0	0	1	0.0	0.00	121.23	3	28	0	118.6	499208	322476	0.8	355.7848723186948	170
1	0	0	1	#	0	0	#	0	0	1	1	0.0	0.17	135.98	3	39	0	116.2	499726	323356	0.8	348.46583714916284	166
1	0	#	1	1	0	0	0	0	0	1	1	0.0	0.00	137.10	3	10	0	85.8	498968	333080	0.9	257.53521126760563	71
0	0	0	#	0	#	1	1	0	0	1	0	1000.0	0.00	135.05	3	38	0	115.1	498987	333194	0.8	345.334177428772	157
0	#	0	#	#	0	#	0	0	#	0	0	1000.0	0.00	104.87	3	77	13	293.7	499932	340590	0.5	881.0123601610851	1234
0	0	0	#	#	#	0	0	#	#	0	1	0.0	0.00	54.22	3	42	8	291.8	499947	343229	0.5	875.2840519291631	1259
1	0	0	1	0	#	0	0	0	1	1	0	1000.0	0.96	186.74	3	23	0	71.5	499252	345652	0.9	214.44	75
1	1	1	#	1	1	0	1	0	0	0	1	1000.0	0.00	157.29	3	17	0	83.4	497333	345781	0.9	250.0945945945946	74
1	#	0	0	0	1	0	1	0	1	0	1	0.0	0.00	116.63	3	14	0	80.9	499452	346103	0.9	242.71764705882356	85
#	0	1	1	1	0	1	1	0	1	0	0	0.0	0.00	192.32	3	28	0	81.6	499804	346204	0.9	244.90588235294123	85
0	0	1	#	1	0	0	1	0	1	0	0	1000.0	0.00	142.78	3	14	0	84.5	499552	346608	0.9	253.52307692307693	65
0	0	#	0	0	#	#	1	0	1	0	1	0.0	0.01	80.43	3	33	0	154.1	498766	349243	0.7	462.4286557458612	303
0	#	0	1	0	1	#	1	0	0	0	0	1000.0	0.00	116.57	3	20	0	117.4	496201	352469	0.8	352.33956909169973	147
0	#	0	0	1	1	#	0	0	1	0	1	0.0	0.00	103.07	3	24	0	116.4	499490	353139	0.8	349.13545409833836	145
1	#	0	0	0	0	#	0	1	1	0	0	1000.0	0.18	112.79	3	21	0	120.9	499434	354005	0.8	362.82316507044027	145
0	0	#	1	1	#	1	1	1	1	#	0	0.0	0.03	68.72	3	18	0	158.9	499789	354887	0.7	476.6775717341849	284
#	#	#	1	1	#	1	0	1	1	1	1	1000.0	0.00	43.54	3	31	0	209.8	499850	356215	0.6	629.3109388543558	547
#	#	#	1	1	1	#	1	#	1	1	1	1000.0	0.00	87.87	3	81	17	273.1	499873	356227	0.5	819.2661448522839	1121
1	1	#	1	1	#	#	1	#	1	0	1	1000.0	0.00	51.29	3	31	1	204.5	499846	357971	0.6	613.4905752252429	579
1	1	0	0	1	0	0	0	0	1	1	0	1000.0	0.00	333.90	3	20	0	68.2	496137	360969	1.0	204.46153846153848	39
1	1	1	1	1	0	#	#	#	#	1	0	0.0	0.00	34.34	3	20	0	213.2	499378	365640	0.6	639.661589106825	515
1	0	1	1	0	0	1	1	#	0	1	1	1000.0	0.00	131.83	3	17	0	72.7	499652	366532	0.9	218.06250000000009	64
1	0	0	1	0	0	1	0	0	#	#	0	1000.0	0.00	92.15	3	13	0	110.9	499373	369752	0.8	332.6863482541761	116
0	#	0	0	0	#	#	#	0	0	#	1	0.0	0.00	79.09	3	62	9	282.9	499901	374926	0.5	848.7419694264566	972
1	0	0	0	1	1	1	#	0	0	0	1	0.0	0.00	241.50	3	17	0	81.3	498327	379752	0.9	243.7924528301887	53
0	0	0	#	0	1	0	1	#	1	0	0	1000.0	0.00	146.84	3	19	0	115.7	498395	380143	0.8	346.99360848742793	106
0	1	1	1	#	1	1	1	0	0	0	0	0.0	0.25	231.30	3	19	0	76.0	499622	380838	0.9	228.140625	64
0	1	#	1	#	1	#	1	#	1	1	1	1000.0	0.00	67.29	3	32	0	227.6	499873	381865	0.6	682.8735309880651	470
1	1	0	0	1	0	1	0	1	0	0	0	1000.0	0.00	164.20	3	9	0	59.9	497955	385315	1.0	179.7391304347826	23
0	#	#	0	#	0	0	0	1	0	1	0	1000.0	0.00	80.40	3	22	0	158.1	499966	387360	0.7	474.315605140267	221
1	0	1	0	1	0	1	1	1	#	0	0	0.0	0.00	130.67	3	10	0	97.4	498591	387999	0.9	292.1499999999999	60
0	0	0	#	#	0	1	1	#	0	0	1	0.0	0.00	63.04	3	15	0	162.3	499301	389453	0.7	486.897412614203	228
0	0	0	1	0	#	#	0	0	#	1	0	1000.0	0.00	54.66	3	18	0	152.3	497733	391237	0.7	456.81423080339226	221
0	1	0	1	1	#	1	#	1	1	#	0	0.0	0.00	95.65	3	19	0	159.1	499773	394397	0.7	477.36257606685007	207
1	#	0	0	1	1	#	1	1	1	0	1	1000.0	0.00	152.11	3	23	0	107.9	498983	394494	0.8	323.55240000000003	101
1	#	#	0	0	1	0	1	0	0	0	0	1000.0	0.00	101.10	3	18	0	110.5	499197	395756	0.8	331.51612903225805	93
0	1	1	1	1	#	1	1	#	#	0	0	0.0	0.00	51.89	3	10	0	144.8	499740	396120	0.7	434.5222137590496	212
0	1	0	0	1	#	#	0	#	0	0	1	0.0	0.00	67.44	3	15	0	152.6	499585	396737	0.7	457.85335662338844	209
#	#	0	0	0	#	1	1	0	0	0	0	1000.0	0.00	76.52	3	28	0	164.1	499854	398875	0.7	492.37786440095465	199
1	0	0	#	1	#	0	1	1	1	1	0	0.0	0.00	103.34	3	17	0	122.5	499961	399215	0.8	367.44	100
1	#	#	#	1	1	0	0	1	1	1	1	1000.0	0.04	65.73	3	17	0	156.5	499941	399589	0.7	469.37069627084804	205
0	1	0	1	0	0	0	#	1	0	1	0	1000.0	0.00	104.98	3	10	0	79.6	499551	401247	0.9	238.78846153846152	52
#	#	1	#	1	#	#	1	1	1	1	1	1000.0	0.00	52.72	3	21	0	282.3	499938	401485	0.5	847.0295205336274	767
1	0	0	0	1	#	0	0	#	1	0	1	0.0	0.00	96.29	3	7	0	119.1	499819	401648	0.8	357.1875	96
1	0	0	1	0	1	#	0	1	0	0	0	1000.0	0.00	169.53	3	13	0	83.1	498349	401960	0.9	249.3061224489796	49
#	0	0	0	0	0	1	1	1	0	1	1	0.0	0.96	282.78	3	20	0	78.4	499856	402352	0.9	235.2115384615385	52
1	1	1	0	#	0	1	#	0	1	1	1	1000.0	1.48	126.06	3	11	0	115.3	499978	403722	0.8	345.96	75
0	0	1	1	0	1	1	#	#	1	1	1	1000.0	0.28	66.90	3	8	0	114.4	499447	405239	0.8	343.2391304347826	92
1	0	#	0	1	1	1	1	0	#	1	0	0.0	0.00	69.64	3	10	0	122.3	499554	406105	0.8	366.9438202247191	89
0	0	0	0	#	1	0	0	1	#	1	0	1000.0	0.00	134.01	3	20	0	121.5	499538	406807	0.8	364.35789473684207	95
0	0	0	#	1	0	1	0	1	0	#	0	1000.0	0.00	112.16	3	12	0	111.1	499903	407648	0.8	333.38372093023264	86
1	0	#	1	0	0	0	1	0	0	1	1	0.0	0.85	154.21	3	13	0	77.9	497838	407726	0.9	233.8	45
1	1	0	1	0	#	1	0	0	0	0	0	1000.0	0.00	125.36	3	5	0	75.5	495687	409671	0.9	226.6	30
#	0	0	1	0	#	0	0	1	0	#	1	0.0	0.00	54.79	3	13	0	168.9	499784	411720	0.7	506.7337036063153	161
1	1	#	0	1	1	#	1	1	0	#	1	1000.0	0.27	63.94	3	17	0	159.1	498826	412810	0.7	477.2754298677642	172
0	1	#	0	1	1	1	0	1	0	1	1	1000.0	2.09	72.04	3	5	0	86.1	499682	412910	0.9	258.33333333333337	36
#	1	1	#	1	1	#	1	#	#	1	1	1000.0	0.00	51.40	3	25	2	291.2	499873	413231	0.5	873.4862472413863	699
1	0	0	#	0	#	0	1	0	1	#	1	112.7	177.22	5.78	3	11	0	93.9	499990	414578	0.7	281.79633896016094	170
1	0	0	1	1	0	0	1	0	#	0	1	0.0	0.00	147.14	3	8	0	86.1	499430	415462	0.9	258.34090909090907	44
0	0	1	1	#	0	0	1	1	#	0	0	788.2	329.58	11.13	3	8	0	72.0	498628	416708	0.8	215.96470588235297	85
0	0	0	1	0	#	1	1	1	1	1	1	1000.0	1.09	159.54	3	11	0	78.9	499913	417324	0.9	236.8461538461538	39
0	1	#	1	0	0	1	1	#	1	1	1	1000.0	0.00	98.51	3	6	0	119.1	499657	417596	0.8	357.20930232558146	86
1	1	#	0	#	1	1	1	0	0	#	1	886.0	176.18	14.10	3	18	0	88.1	499777	418590	0.7	264.1550372503184	151
0	#	0	#	1	0	#	0	1	0	#	1	52.6	87.00	7.13	3	28	0	117.2	499827	418768	0.6	351.64948091065156	311
1	1	1	1	0	0	#	0	1	1	#	1	1000.0	0.00	89.21	3	13	0	120.5	499344	419568	0.8	361.41379310344826	87
#	1	1	1	0	1	0	#	1	0	1	1	1000.0	0.00	155.41	3	13	0	101.4	499644	421820	0.8	304.06849315068496	73
0	#	#	0	#	0	0	0	0	#	#	1	0.0	0.00	62.54	3	15	1	271.1	499988	422164	0.5	813.1520558162931	626
1	1	1	1	#	#	0	1	0	#	#	0	43.4	84.11	6.08	3	14	0	129.9	499844	424715	0.6	389.5754767294028	273
#	0	1	0	1	0	1	1	1	0	1	0	0.0	0.00	224.20	3	16	0	87.2	498836	424849	0.9	261.6428571428571	42
0	0	0	0	1	0	#	0	1	#	1	0	1000.0	0.00	75.15	3	11	0	117.2	499966	424957	0.8	351.67105263157896	76
#	1	#	#	1	0	0	1	1	1	1	0	0.0	0.00	62.07	3	9	0	153.3	499782	425021	0.7	459.75048973635467	148
0	1	0	0	#	0	0	#	#	0	1	0	1000.0	0.35	69.37	3	13	0	168.2	499972	425251	0.7	504.67264964508126	140
0	0	#	1	1	#	0	0	0	0	1	0	1000.0	0.00	122.08	3	16	0	106.8	499401	425320	0.8	320.54794520547944	73
